id,generic_name,status,therapeutic_category,dosage_form,company_name,initial_posting_date,brand_name,route
980,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Accord Healthcare Inc.,03/10/2023,CLONAZEPAM,ORAL
981,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,"Solco Healthcare US, LLC",01/19/2023,QUINAPRIL,ORAL
982,Haloperidol Decanoate Injection,To Be Discontinued,Psychiatry,Injection,"Fresenius Kabi USA, LLC",01/09/2026,HALOPERIDOL DECANOATE,INTRAMUSCULAR
983,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL PD-2 WITH DEXTROSE,INTRAPERITONEAL
985,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,Anthea Pharma,02/22/2012,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
986,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable","Sun Pharmaceutical Industries, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
987,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Rubicon Research Private Limited,03/10/2023,CLONAZEPAM,ORAL
988,Adalimumab-adaz Injection,To Be Discontinued,Rheumatology,Injection,Sandoz Inc.,01/13/2026,HYRIMOZ,SUBCUTANEOUS
989,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",11/01/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
990,Carboplatin Injection,Current,Oncology,Injection,Gland Pharma Limited,04/28/2023,CARBOPLATIN,INTRAVENOUS
992,Bupivacaine Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,MARCAINE SPINAL,SUBARACHNOID
993,Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",05/30/2025,DEMEROL,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
994,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Fresenius Kabi USA, LLC",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
996,Ivabradine Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Tablet,Amgen Inc.,03/24/2026,CORLANOR,ORAL
997,Amino Acid Injection,Current,Gastroenterology,Injection,Otsuka ICU Medical LLC,12/08/2020,AMINOSYN-PF,INTRAVENOUS
999,Lincomycin Hydrochloride Injection,To Be Discontinued,Anti-Infective,Injection,"XGen Pharmaceuticals DJB, Inc.",03/26/2026,LINCOMYCIN,"INTRAMUSCULAR, INTRAVENOUS, SUBCONJUNCTIVAL"
1000,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Avet Pharmaceuticals, Inc.",04/02/2020,MIDAZOLAM HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS"
1001,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",10/14/2016,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1002,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, PERINEURAL"
1003,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Lannett Company, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1004,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Mylan Institutional, a Viatris Company",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE"
1005,Posaconazole Injection,To Be Discontinued,Anti-Infective,Injection,Merck Sharp & Dohme Corp.,12/02/2025,NOXAFIL,INTRAVENOUS
1006,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL PD-2 WITH DEXTROSE,INTRAPERITONEAL
1007,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Trigen Laboratories, LLC",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
1008,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Otsuka ICU Medical LLC,03/01/2022,DEXTROSE,INTRAVENOUS
1009,Rifampin Capsule,Current,Anti-Infective,Capsule,"Lupin Pharmaceuticals, Inc.",12/22/2021,RIFAMPIN,ORAL
1010,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",02/22/2012,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1011,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Pfizer Inc.,03/21/2023,CLEOCIN PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1012,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
1013,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1014,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Sagent Pharmaceuticals,12/15/2021,METHYLPREDNISOLONE ACETATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
1015,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
1016,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
1017,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1018,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Sandoz Inc.,03/21/2023,CLINDAMYCIN IN 5 PERCENT DEXTROSE,INTRAVENOUS
1020,Carboplatin Injection,Current,Oncology,Injection,Gland Pharma Limited,04/28/2023,CARBOPLATIN,INTRAVENOUS
1021,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE, INTRA-ARTICULAR"
1023,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,InfoRLife SA,03/27/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION"
1024,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Sun Pharmaceutical Industries, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1025,Desipramine Hydrochloride Tablet,To Be Discontinued,Psychiatry,Tablet,"Avet Pharmaceuticals, Inc.",08/12/2025,DESIPRAMINE HYDROCHLORIDE,ORAL
1026,Promethazine Hydrochloride Injection,Current,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Injection,"Hikma Pharmaceuticals USA, Inc.",11/21/2023,PROMETHAZINE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS"
1027,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Sandoz Inc.,03/21/2023,CLINDAMYCIN IN 5 PERCENT DEXTROSE,INTRAVENOUS
1028,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",12/20/2023,ATROPINE SULFATE,"ENDOTRACHEAL, INTRAMEDULLARY, INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1029,"Guanfacine Hydrochloride Tablet, Extended Release",To Be Discontinued,Psychiatry,Tablet,"Actavis Pharma, Inc.",11/13/2025,GUANFACINE,ORAL
1030,Bumetanide Injection,Current,Cardiovascular,Injection,"Hikma Pharmaceuticals USA, Inc.",01/31/2018,BUMETANIDE,"INTRAMUSCULAR, INTRAVENOUS"
1031,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
1033,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,"American Regent, Inc.",01/01/2012,ATROPINE SULFATE,INTRAVENOUS
1034,Carboplatin Injection,Current,Oncology,Injection,"Hospira, Inc., a Pfizer Company",04/28/2023,CARBOPLATIN,INTRAVENOUS
1035,Morphine Sulfate Tablet,To Be Discontinued,Analgesia/Addiction,Tablet,"Upsher-Smith Laboratories, LLC",12/22/2025,MORPHINE SULFATE,ORAL
1037,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,EPIDURAL
1038,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Elite Laboratories, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1039,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
1040,Promethazine Hydrochloride Injection,Current,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Injection,"Hikma Pharmaceuticals USA, Inc.",11/21/2023,PROMETHAZINE HYDROCHLORIDE,INTRAMUSCULAR
1041,Amino Acid Injection,Current,Gastroenterology,Injection,Otsuka ICU Medical LLC,12/08/2020,AMINOSYN-PF,INTRAVENOUS
1042,Omeprazole Delayed Release Capsule,To Be Discontinued,Gastroenterology,,Sandoz Inc.,10/09/2025,OMEPRAZOLE,ORAL
1043,"Fluvastatin Sodium Tablet, Extended Release",To Be Discontinued,Cardiovascular,Tablet,Sandoz Inc.,01/27/2026,FLUVASTATIN SODIUM ER,ORAL
1044,Sterile Water Injection,Current,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",11/23/2021,STERILE WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1045,Lopinavir and Ritonavir Oral Solution,To Be Discontinued,Antiviral,Oral Solution,AbbVie Inc.,07/24/2026,KALETRA,ORAL
1046,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",03/01/2022,DEXTROSE,INTRAVENOUS
1047,Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Injection,Sandoz Inc.,10/10/2025,PEMETREXED,INTRAVENOUS
1048,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Pfizer Inc.,03/21/2023,CLEOCIN PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1049,Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Ophthalmology,Ophthalmic Solution,AbbVie Inc.,03/24/2026,VUITY,OPHTHALMIC
1050,Gadoterate Meglumine Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",05/21/2026,GADOTERATE MEGLUMINE,INTRAVENOUS
1051,Sulconazole Nitrate Solution,To Be Discontinued,Dermatology,Solution,Journey Medical Corporation,05/08/2026,EXELDERM,TOPICAL
1052,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1053,Dobutamine Hydrochloride Injection,Current,"Cardiovascular, Pediatric, Renal",Injection,Baxter Healthcare,11/06/2017,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE,INTRAVENOUS
1054,Riluzole Oral Suspension,Current,Neurology,Oral Suspension,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",01/26/2024,TIGLUTIK,ORAL
1055,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Otsuka ICU Medical LLC,03/01/2022,DEXTROSE,INTRAVENOUS
1056,Azacitidine Injection,Current,Oncology,Injection,"Fresenius Kabi USA, LLC",12/18/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
1057,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,"Hikma Pharmaceuticals USA, Inc.",06/13/2018,LIDOCAINE,"INFILTRATION, PERINEURAL"
1058,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",To Be Discontinued,Renal,Solution,Vantive US Healthcare LLC,08/03/2026,DIANEAL PD-2 WITH DEXTROSE,INTRAPERITONEAL
1059,Palbociclib Capsule,To Be Discontinued,Oncology,Capsule,Pfizer Inc.,04/22/2026,IBRANCE,ORAL
1060,Furosemide Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1061,"Rifapentine Tablet, Film Coated",Resolved,Anti-Infective,Tablet,Sanofi-Aventis U.S. LLC,03/25/2020,PRIFTIN,ORAL
1062,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Rubicon Research Private Limited,03/10/2023,CLONAZEPAM,ORAL
1063,Rifampin Capsule,Current,Anti-Infective,Capsule,"Epic Pharma, LLC",12/22/2021,RIFAMPIN,ORAL
1064,Ifosfamide Injection,Current,"Oncology, Pediatric",Injection,Baxter Healthcare,06/12/2026,IFEX,INTRAVENOUS
1065,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, INTRACAUDAL, PERINEURAL"
1066,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Lannett Company, Inc.",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
1067,Everolimus Tablet,To Be Discontinued,Transplant,Tablet,"Teva Pharmaceuticals USA, Inc.",03/02/2026,EVEROLIMUS,ORAL
1068,Pilocarpine Hydrochloride Ophthalmic Solution,To Be Discontinued,Ophthalmology,Ophthalmic Solution,AbbVie Inc.,03/24/2026,VUITY,OPHTHALMIC
1069,Desipramine Hydrochloride Tablet,To Be Discontinued,Psychiatry,Tablet,"Avet Pharmaceuticals, Inc.",08/12/2025,DESIPRAMINE HYDROCHLORIDE,ORAL
1070,Riluzole Oral Suspension,Current,Neurology,Oral Suspension,"EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",01/26/2024,TEGLUTIK,ORAL
1071,Iron Sucrose Injection,To Be Discontinued,Hematology,Injection,"Mylan Institutional, a Viatris Company",05/21/2026,IRON SUCROSE,INTRAVENOUS
1072,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL"
1073,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hospira, Inc., a Pfizer Company",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
1074,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",01/01/2012,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
1075,Peritoneal Dialysis Solution,To Be Discontinued,Renal,Solution,Fresenius Medical Care North America,03/10/2026,DELFLEX,INTRAPERITONEAL
1076,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Mylan Institutional, a Viatris Company",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1077,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Caplin Steriles, Ltd.",12/22/2020,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1078,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Alvogen,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII",ORAL
1080,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",11/03/2017,INFUMORPH 500,"EPIDURAL, INTRATHECAL"
1082,Rocuronium Bromide Injection,Current,Anesthesia,Injection,Baxter Healthcare,02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
1083,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",01/01/2012,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
1084,Tiagabine Hydrochloride Tablet,To Be Discontinued,Neurology,Tablet,"Teva Pharmaceuticals USA, Inc.",04/15/2026,TIAGABINE HYDROCHLORIDE,ORAL
1085,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Solco Healthcare US, LLC",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1086,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Mylan Institutional, a Viatris Company",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE"
1087,Rocuronium Bromide Injection,Current,Anesthesia,Injection,Eugia US LLC,02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
1088,Idelalisib Tablet,To Be Discontinued,Oncology,Tablet,"Gilead Sciences, Inc.",04/07/2026,ZYDELIG,ORAL
1089,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Mylan Institutional, a Viatris Company",02/15/2023,ROCURONIUM BROMIDE,INTRAVENOUS
1090,Dobutamine Hydrochloride Injection,Current,"Cardiovascular, Pediatric, Renal",Injection,"Hospira, Inc., a Pfizer Company",11/06/2017,DOBUTAMINE,INTRAVENOUS
1091,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION"
1092,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE,"INFILTRATION, PERINEURAL"
1093,Carboplatin Injection,Current,Oncology,Injection,"Hospira, Inc., a Pfizer Company",04/28/2023,CARBOPLATIN,INTRAVENOUS
1094,Penicillin G Benzathine Injection,Current,Anti-Infective,Injection,Pfizer Inc.,04/26/2023,BICILLIN L-A,INTRAMUSCULAR
1095,Gadoterate Meglumine Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOTERATE MEGLUMINE,INTRAVENOUS
1096,Rifampin Capsule,Current,Anti-Infective,Capsule,"Epic Pharma, LLC",12/22/2021,RIFAMPIN,ORAL
1098,Semaglutide Tablet,To Be Discontinued,Endocrinology/Metabolism,Tablet,"Novo Nordisk, Inc.",06/04/2026,RYBELSUS,ORAL
1099,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1100,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Pfizer Inc.,03/21/2023,CLEOCIN PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1101,Promethazine Hydrochloride Injection,Current,"Analgesia/Addiction, Gastroenterology, Pediatric, Pulmonary/Allergy",Injection,"Hikma Pharmaceuticals USA, Inc.",11/21/2023,PHENERGAN,"INTRAMUSCULAR, INTRAVENOUS"
1102,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Teva Pharmaceuticals USA, Inc.",11/01/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1103,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,Chartwell Molecular Holdings LLC,01/19/2023,QUINAPRIL,ORAL
1104,Everolimus Tablet,To Be Discontinued,Transplant,Tablet,"Teva Pharmaceuticals USA, Inc.",03/02/2026,EVEROLIMUS,ORAL
1105,Sterile Water Injection,Current,Other,Injection,"Fresenius Kabi USA, LLC",11/23/2021,STERILE WATER,INTRAVENOUS
1106,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Lannett Company, Inc.",09/20/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1107,Desipramine Hydrochloride Tablet,To Be Discontinued,Psychiatry,Tablet,"Avet Pharmaceuticals, Inc.",08/12/2025,DESIPRAMINE HYDROCHLORIDE,ORAL
1109,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Epic Pharma, LLC",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1110,Azacitidine Injection,Current,Oncology,Injection,"Teva Pharmaceuticals USA, Inc.",12/22/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
1111,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Epic Pharma, LLC",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1112,Allopurinol Tablet,To Be Discontinued,"Oncology, Renal, Rheumatology",Tablet,"Teva Pharmaceuticals USA, Inc.",02/19/2026,ALLOPURINOL,ORAL
1113,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Trigen Laboratories, LLC",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
1114,Dobutamine Hydrochloride Injection,To Be Discontinued,"Cardiovascular, Pediatric, Renal",Injection,Pfizer Inc.,08/27/2025,DOBUTAMINE,INTRAVENOUS
1115,Valsartan Tablet,To Be Discontinued,Cardiovascular,Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",11/19/2025,VALSARTAN,ORAL
1116,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Novo Nordisk, Inc.",07/18/2023,LIRAGLUTIDE,SUBCUTANEOUS
1117,Azacitidine Injection,Current,Oncology,Injection,"Meitheal Pharmaceuticals, Inc.",12/18/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
1118,"Fluticasone Propionate and Salmeterol Xinafoate Aerosol, Metered",To Be Discontinued,Pulmonary/Allergy,,GlaxoSmithKline,07/27/2026,ADVAIR HFA,RESPIRATORY (INHALATION)
1119,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, RETROBULBAR"
1120,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,07/14/2023,VYVANSE,ORAL
1121,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Par Health, USA LLC",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1122,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1123,"Lamotrigine Tablet, Extended Release",To Be Discontinued,Neurology,Tablet,"Par Health, Inc.",04/29/2026,LAMOTRIGINE EXTENDED RELEASE,ORAL
1124,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1125,Furosemide Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1126,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1127,Lorazepam Injection,Current,Neurology,Injection,"Hikma Pharmaceuticals USA, Inc.",05/03/2018,LORAZEPAM,"INTRAMUSCULAR, INTRAVENOUS"
1128,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
1129,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,"Hospira, Inc., a Pfizer Company",02/03/2016,SODIUM ACETATE,INTRAVENOUS
1130,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,06/13/2018,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1131,Quinapril Hydrochloride Tablet,Current,Cardiovascular,Tablet,Aurobindo Pharma USA,01/19/2023,QUINAPRIL,ORAL
1132,Gadoterate Meglumine Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOTERATE MEGLUMINE,INTRAVENOUS
1133,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1134,Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Hikma Pharmaceuticals USA, Inc.",05/30/2025,MEPERIDINE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1135,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",03/01/2022,DEXTROSE,INTRAVENOUS
1136,Sodium Bicarbonate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Exela Pharma Sciences, LLC",07/24/2017,SODIUM BICARBONATE,INTRAVENOUS
