id,generic_name,status,therapeutic_category,dosage_form,company_name,initial_posting_date,brand_name,route
1493,Dapsone Gel,To Be Discontinued,Dermatology,Gel,Amneal Pharmaceuticals,03/27/2026,DAPSONE,TOPICAL
1494,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,03/01/2022,DEXTROSE,INTRAVENOUS
1495,"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Tablet, Chewable",Takeda Pharmaceuticals USA Inc.,07/14/2023,VYVANSE,ORAL
1497,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION, PERINEURAL"
1499,Dextrose Monohydrate 50% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",01/13/2022,DEXTROSE,INTRAVENOUS
1500,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Fresenius Kabi USA, LLC",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1501,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1502,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
1504,Gadoterate Meglumine Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",05/21/2026,GADOTERATE MEGLUMINE,INTRAVENOUS
1505,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Azurity Pharmaceuticals, Inc",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1506,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Fresenius Kabi USA, LLC",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1507,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Lannett Company, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1508,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",03/01/2022,DEXTROSE,INTRAVENOUS
1509,Rifampin Capsule,Current,Anti-Infective,Capsule,"Epic Pharma, LLC",12/22/2021,RIFAMPIN,ORAL
1510,Ifosfamide Injection,Current,"Oncology, Pediatric",Injection,Baxter Healthcare,06/12/2026,IFOSFAMIDE,INTRAVENOUS
1511,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",04/10/2020,DEXMEDETOMIDINE,INTRAVENOUS
1512,Celecoxib Capsule,To Be Discontinued,Analgesia/Addiction,Capsule,"Teva Pharmaceuticals USA, Inc.",08/15/2025,CELECOXIB,ORAL
1513,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Teva Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1514,Dobutamine Hydrochloride Injection,Current,"Cardiovascular, Pediatric, Renal",Injection,Baxter Healthcare,11/06/2017,DOBUTAMINE HYDROCHLORIDE IN DEXTROSE,INTRAVENOUS
1515,Ritonavir Oral Powder,To Be Discontinued,Antiviral,Oral Powder,AbbVie Inc.,07/24/2026,NORVIR,ORAL
1516,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Alvogen,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE TABLETS,CII",ORAL
1517,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Pfizer Inc.,04/10/2020,PRECEDEX,INTRAVENOUS
1518,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/14/2022,DEXTROSE,INTRAVENOUS
1519,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",07/26/2023,METHYLPHENIDATE HYDROCHLORIDE,ORAL
1520,Furosemide Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1521,Tiagabine Hydrochloride Tablet,To Be Discontinued,Neurology,Tablet,"Teva Pharmaceuticals USA, Inc.",04/15/2026,TIAGABINE HYDROCHLORIDE,ORAL
1522,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Novo Nordisk, Inc.",07/18/2023,VICTOZA,SUBCUTANEOUS
1523,Everolimus Tablet,To Be Discontinued,Transplant,Tablet,"Teva Pharmaceuticals USA, Inc.",03/02/2026,EVEROLIMUS,ORAL
1524,Dexmedetomidine Hydrochloride Injection,To Be Discontinued,Anesthesia,Injection,Accord Healthcare Inc.,04/21/2026,DEXMEDETOMIDINE,INTRAVENOUS
1525,Lopinavir and Ritonavir Tablet,To Be Discontinued,Antiviral,Tablet,AbbVie Inc.,07/24/2026,KALETRA,ORAL
1526,Etravirine Tablet,To Be Discontinued,Antiviral,Tablet,Janssen Research and Development,04/28/2026,INTELENCE,ORAL
1527,Azacitidine Injection,Current,Oncology,Injection,"Dr. Reddy's Laboratories, Inc.",12/18/2020,AZACITIDINE,"INTRAVENOUS, SUBCUTANEOUS"
1528,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,"Hikma Pharmaceuticals USA, Inc.",06/13/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL"
1529,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,Aurobindo Pharma USA,10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1530,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,"Azurity Pharmaceuticals, Inc",04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1531,Ampicillin Sodium Injection,To Be Discontinued,Anti-Infective,Injection,Sandoz Inc.,12/08/2025,AMPICILLIN,"INTRAMUSCULAR, INTRAVENOUS"
1532,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Lannett Company, Inc.",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1533,Sodium Acetate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",Injection,"Somerset Therapeutics, LLC",02/03/2016,SODIUM ACETATE ANHYDROUS,INTRAVENOUS
1534,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,LIDOCAINE,"INFILTRATION, PERINEURAL"
1535,Dopamine Hydrochloride Injection,Current,Cardiovascular,Injection,"Hospira, Inc., a Pfizer Company",11/06/2017,DOPAMINE HYDROCHLORIDE,INTRAVENOUS
1536,Clindamycin Phosphate Injection,To Be Discontinued,Anti-Infective,Injection,Pfizer Inc.,06/01/2026,CLEOCIN PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1537,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
1538,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hospira, Inc., a Pfizer Company",01/01/2012,FENTANYL CITRATE,"INTRAMUSCULAR, INTRAVENOUS"
1540,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1541,Etomidate Injection,Current,Anesthesia,Injection,"Hikma Pharmaceuticals USA, Inc.",10/05/2022,ETOMIDATE,INTRAVENOUS
1542,Dextrose Monohydrate 70% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,B. Braun Medical Inc.,10/11/2024,DEXTROSE,INTRAVENOUS
1543,Penicillin G Benzathine Injection,Current,Anti-Infective,Injection,Pfizer Inc.,04/26/2023,BICILLIN L-A,INTRAMUSCULAR
1545,Carboplatin Injection,Current,Oncology,Injection,Teyro Labs,04/28/2023,CARBOPLATIN,INTRAVENOUS
1547,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1548,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/14/2022,DEXTROSE,INTRAVENOUS
1549,Methylprednisolone Acetate Injection,Current,Rheumatology,Injection,Pfizer Inc.,12/15/2021,DEPO-MEDROL,"INTRALESIONAL, INTRAMUSCULAR, INTRASYNOVIAL, SOFT TISSUE"
1550,Gadoterate Meglumine Injection,To Be Discontinued,Medical Imaging,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",06/30/2026,GADOTERATE MEGLUMINE,INTRAVENOUS
1552,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1555,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hospira, Inc., a Pfizer Company",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
1556,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Epic Pharma, LLC",10/12/2022,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",ORAL
1557,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",02/20/2018,BUPIVACAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1558,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Alvogen,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1559,Furosemide Injection,Current,Cardiovascular,Injection,Eugia US LLC,04/07/2020,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1560,Cromolyn Sodium Concentrate,Current,Pulmonary/Allergy,Concentrate,Ailex Pharmaceuticals,11/03/2023,CROMOLYN SODIUM,ORAL
1561,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,MORPHINE SULFATE,"INTRAMUSCULAR, INTRAVENOUS"
1562,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Teva Pharmaceuticals USA, Inc.",11/01/2017,HYDROMORPHONE HYDROCHLORIDE,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1563,Amino Acid Injection,Current,Gastroenterology,Injection,B. Braun Medical Inc.,12/08/2020,PLENAMINE,INTRAVENOUS
1565,Furosemide Injection,To Be Discontinued,Cardiovascular,Injection,Gland Pharma Limited,04/28/2026,FUROSEMIDE,"INTRAMUSCULAR, INTRAVENOUS"
1566,Dobutamine Hydrochloride Injection,Current,"Cardiovascular, Pediatric, Renal",Injection,"Hospira, Inc., a Pfizer Company",11/06/2017,DOBUTAMINE,INTRAVENOUS
1567,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1568,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,LIDOCAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1569,Amino Acid Injection,Current,Gastroenterology,Injection,Baxter Healthcare,12/08/2020,TRAVASOL,INTRAVENOUS
1571,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/22/2012,XYLOCAINE,"INFILTRATION, PERINEURAL"
1572,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,04/10/2020,DEXMEDETOMIDINE HYDROCHLORIDE,INTRAVENOUS
1573,Propranolol Hydrochloride Injection,Current,Cardiovascular,Injection,"Fresenius Kabi USA, LLC",10/31/2023,PROPRANOLOL,INTRAVENOUS
1574,Ketorolac Tromethamine Tablet,To Be Discontinued,Analgesia/Addiction,Tablet,"Mylan Pharmaceuticals Inc., a Viatris Company",04/20/2026,KETOROLAC TROMETHAMINE,ORAL
1575,Carboplatin Injection,Current,Oncology,Injection,"Avyxa Pharma, LLC",04/28/2023,KYXATA,INTRAVENOUS
1576,Metronidazole Injection,Current,Anti-Infective,Injection,InfoRLife SA,01/13/2022,METRONIDAZOLE,INTRAVENOUS
1577,Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",11/01/2017,DILAUDID,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1578,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
1580,Leflunomide Tablet,To Be Discontinued,Rheumatology,Tablet,Sanofi-Aventis U.S. LLC,06/08/2026,ARAVA,ORAL
1581,Clindamycin Phosphate Injection,Current,Anti-Infective,Injection,Baxter Healthcare,03/21/2023,CLINDAMYCIN PHOSPHATE,INTRAVENOUS
1582,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hikma Pharmaceuticals USA, Inc.",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
1583,Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,Injection,"Hospira, Inc., a Pfizer Company",03/26/2018,KETOROLAC TROMETHAMINE,INTRAMUSCULAR
1585,Rocuronium Bromide Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/15/2023,ROCURONIUM,INTRAVENOUS
1586,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,06/13/2018,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1587,Clonazepam Tablet,Current,"Neurology, Pediatric, Psychiatry",Tablet,Cheplapharm Arzneimittel GmbH,03/10/2023,KLONOPIN,ORAL
1588,Morphine Sulfate Injection,Current,Analgesia/Addiction,Injection,"Fresenius Kabi USA, LLC",10/31/2017,MORPHINE SULFATE,"INTRAMUSCULAR, INTRAVENOUS"
1589,Lidocaine Hydrochloride Injection,Current,"Anesthesia, Pediatric",Injection,Anthea Pharma,02/22/2012,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1590,Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Injection,HQ Specialty Pharma,04/10/2020,DEXMEDETOMIDINE,INTRAVENOUS
1591,Bumetanide Injection,Current,Cardiovascular,Injection,Mullan Pharmaceutical Inc.,12/13/2017,BUMETANIDE,"INTRAMUSCULAR, INTRAVENOUS"
1592,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Apotex Corp.,11/01/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1593,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Otsuka ICU Medical LLC,02/14/2022,DEXTROSE,INTRAVENOUS
1594,Atropine Sulfate Injection,Current,"Anesthesia, Neurology, Pediatric",Injection,"Somerset Therapeutics, LLC",01/01/2012,ATROPINE SULFATE,INTRAVENOUS
1595,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,Apotex Corp.,11/01/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1596,Echothiophate Iodide Ophthalmic Solution,Current,Ophthalmology,Ophthalmic Solution,Fera Pharmaceuticals,09/24/2019,PHOSPHOLINE IODIDE,OPHTHALMIC
1597,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",03/23/2018,NAROPIN,"EPIDURAL, INFILTRATION"
1598,Liraglutide Injection,Current,Endocrinology/Metabolism,Injection,"Novo Nordisk, Inc.",07/18/2023,LIRAGLUTIDE,SUBCUTANEOUS
1600,Oxaliplatin Injection,To Be Discontinued,Oncology,Injection,Sandoz Inc.,10/20/2025,OXALIPLATIN,INTRAVENOUS
1601,Lidocaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,06/13/2018,LIDOCAINE HYDROCHLORIDE,"INFILTRATION, PERINEURAL"
1602,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,"Fresenius Kabi USA, LLC",02/14/2022,DEXTROSE,INTRAVENOUS
1603,Sodium Bicarbonate Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Pediatric",Injection,"Exela Pharma Sciences, LLC",07/24/2017,SODIUM BICARBONATE,INTRAVENOUS
1604,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,SpecGx LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1605,Dexamethasone Sodium Phosphate Injection,Current,"Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",Injection,"Hikma Pharmaceuticals USA, Inc.",02/08/2019,DEXAMETHASONE SODIUM PHOSPHATE,"INTRAMUSCULAR, INTRAVENOUS"
1606,Podofilox Topical Gel,To Be Discontinued,"Dermatology, Other",Topical Gel,AbbVie Inc.,01/28/2026,CONDYLOX,TOPICAL
1607,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,SpecGx LLC,07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1608,Dopamine Hydrochloride Injection,Current,Cardiovascular,Injection,Baxter Healthcare,11/06/2017,DOPAMINE HYDROCHLORIDE AND DEXTROSE,INTRAVENOUS
1610,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,ADDERALL,ORAL
1611,Dextrose Monohydrate 10% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,B. Braun Medical Inc.,03/01/2022,DEXTROSE,INTRAVENOUS
1613,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Tablet,"Teva Pharmaceuticals USA, Inc.",10/12/2022,ADDERALL,ORAL
1614,Emtricitabine Capsule,To Be Discontinued,Anti-Infective,Capsule,"Gilead Sciences, Inc.",06/17/2026,EMTRIVA,ORAL
1615,Calcitriol Capsule,To Be Discontinued,Endocrinology/Metabolism,Capsule,"Teva Pharmaceuticals USA, Inc.",12/04/2025,CALCITRIOL,ORAL
1616,Midazolam Hydrochloride Injection,Current,"Anesthesia, Neurology",Injection,"Hikma Pharmaceuticals USA, Inc.",04/02/2020,MIDAZOLAM,"INTRAMUSCULAR, INTRAVENOUS"
1617,Fentanyl Citrate Injection,Current,"Analgesia/Addiction, Pediatric",Injection,"Hikma Pharmaceuticals USA, Inc.",12/20/2023,FENTANYL CITRATE,INTRAVENOUS
1618,Sterile Water Injection,Current,Other,Injection,"Fresenius Kabi USA, LLC",11/23/2021,STERILE WATER,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS"
1619,"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Tablet,"Vertical Pharmaceuticals, LLC",07/26/2023,RELEXXII,ORAL
1620,Dextrose Monohydrate 5% Injection,Current,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",Injection,Baxter Healthcare,02/14/2022,DEXTROSE,INTRAVENOUS
1621,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Fresenius Kabi USA, LLC",02/20/2018,SENSORCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1622,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Teva Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1624,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1625,Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Capsule,"Teva Pharmaceuticals USA, Inc.",07/14/2023,LISDEXAMFETAMINE DIMESYLATE,ORAL
1626,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",10/14/2016,XYLOCAINE MPF,"EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL"
1627,Bupivacaine Hydrochloride Injection,Current,Anesthesia,Injection,Eugia US LLC,02/20/2018,BUPIVACAINE HYDROCHLORIDE,"EPIDURAL, RETROBULBAR"
1628,Methotrexate Sodium Injection,Current,"Rheumatology, Oncology",Injection,"Fresenius Kabi USA, LLC",03/13/2023,METHOTREXATE,"INTRA-ARTERIAL, INTRAMUSCULAR, INTRATHECAL, INTRAVENOUS"
1629,"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,"Anesthesia, Pediatric",Injection,"Fresenius Kabi USA, LLC",10/14/2016,XYLOCAINE,"INFILTRATION, PERINEURAL"
1630,Ropivacaine Hydrochloride Injection,Current,Anesthesia,Injection,"Somerset Therapeutics, LLC",03/23/2018,ROPIVACAINE HYDROCHLORIDE,"EPIDURAL, INFILTRATION, PERINEURAL"
1631,Lorazepam Injection,Current,Neurology,Injection,"Hospira, Inc., a Pfizer Company",05/03/2018,LORAZEPAM,"INTRAMUSCULAR, INTRAVENOUS"
1633,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,Injection,"Hospira, Inc., a Pfizer Company",02/20/2018,MARCAINE WITH EPINEPHRINE,"EPIDURAL, INTRACAUDAL, PERINEURAL"
